Name	SMILES	ClusterNumber
11600324	Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCN(C(=O)[C@@H](N)CCC[N+](C)(C)C)CC5)CCCC4)c3Cl)c2n1	1
58267920	COc1cc2c(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCCN1CCN(C)CC1	2
122468143	OCC1O[C@H](Sc2cccc(Cl)c2)C(O)[C@@H](n2cc(-c3cc(F)c(F)c(F)c3)nn2)[C@H]1O	3
44441680	COc1cccc2c1C[C@@H]1C[C@H](C(=O)N3CCN(c4ccc([N+](=O)[O-])cc4)CC3)CN(C)[C@H]1C2	4
58267957	COc1cc2c(Sc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)ncnc2cc1OCCN1CCOCC1	5
44243129	COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(C(C)(C)C)on4)c3)c2cc1OC	6
56598967	O=C(NCCNCC(O)COc1ccc(OCCOC2CCCC2)cc1)Nc1ccccc1	7
138805895	COc1nc2ccc([C@@](O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1CC(F)(F)F	8
14371756	O=C(O)CC/C=C\CO[C@@H]1[C@@H](N2CCCCCC2)CC[C@H]1OCc1ccc(-c2ccccc2CO)cc1	9
91970718	Cc1cc(-c2n[nH]c3ccc(C(=O)N[C@@H]4CCCN(Cc5ccccc5F)C4)cc23)ccn1	10
121303220	Cc1cc(C(O)(C(F)(F)F)C(F)(F)F)ccc1-c1sc(C(=O)NCC(C)(C)O)nc1C(=O)N1CCC[C@H]1C	11
50799599	CC(NC(=O)COc1cc(C(F)(F)F)c2c(-c3ccccc3)nn(C)c2n1)c1ccccc1	12
118022425	COc1nc2ccc(C(O)(c3ccnc(C(F)(F)F)c3)c3cncn3C)cc2c(Cl)c1CN1CCC(C(F)(F)F)CC1	13
156422	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1	14
44408088	C/C(CN1CCN(C(=O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@H](Cc2c[nH]c3ccccc23)C1)=N/OCCN1CCOCC1	15
10918128	O=C1CCC(CCN2CC(N3CCOCC3)C2)(c2ccc(Cl)c(Cl)c2)CN1Cc1ccccc1	16
15852312	O=C(O)CCCC/C=C(/c1ccc(-c2nc(C(=O)NCCCCC3CCCCC3)co2)cc1)c1cccnc1	17
138805771	CCOc1c(OC)nc2ccc([C@@](O)(c3ccc(C(F)(F)F)nc3)c3cncn3C)cc2c1Cl	18
76320879	CCn1c(=Cc2cccc[n+]2CCCCCCNC(=O)CCCC[C@@H]2SC[C@@H]3NC(=O)N[C@H]23)sc(=C2Sc3ccccc3N2C)c1=O	19
118022864	COc1nc2ccc(C(O)(c3cnc(C)n3C)c3cnc(C)n3C)cc2c(Cl)c1CC(F)(F)F	20
138805802	COc1nc2ccc([C@](O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1CN1CC(F)C1	21
57398328	Cc1cc(C)c2cccc(OCc3c(Cl)ccc(S(=O)(=O)NC4(C(=O)N5CCC(CCCC[N+](C)(C)C)CC5)CCOCC4)c3Cl)c2n1	22
14952347	O=C(O)CCc1ccccc1CC1C2CCC(O2)C1c1nc(C(=O)NCCCCC2CCCCC2)co1	23
118022432	COc1nc2ccc(C(O)(c3ccc(C)nc3C)c3cnnn3C)cc2c(Cl)c1OC(C)C	24
44447011	CN1C[C@H](C(=O)N2CCN(c3ccccn3)CC2)C[C@@H]2c3cccc4[nH]c(Br)c(c34)C[C@H]21	25
73345533	NS(=O)(=O)c1ccc(C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)O)cc1	26
44396837	C[C@@]1(Cc2ccc(Br)cc2)C(=O)N(c2cc(Cl)cc(Cl)c2)c2ncc(S(=O)(=O)CCCO)n21	27
118706966	CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)O	28
12017644	CC1(C)CC=C(c2ccc(O)cc2)c2cc(C#Cc3ccc(C(=O)O)cc3)ccc21	29
